//Flight 0
//Date 2008/04/28
Random  Base1
  4.832361           50450.50 
  4.832500           53207.10 
  4.832639           52331.60 
  4.832778           50753.50 
  4.832917           52160.60 
  4.833056           49738.10 
  4.833194           48435.70 
  4.833333           49130.90 
  4.833472           45420.60 
  4.833611           49378.10 
  4.833750           46704.00 
  4.833889           48023.00 
  4.834028           49389.20 
  4.834167           48445.90 
  4.834306           50570.50 
  4.834444           50625.40 
  4.834583           47988.70 
  4.834722           44937.90 
  4.834861           46901.50 
  4.835000           50978.00 
  4.835139           47664.10 
  4.835278           46747.20 
  4.835417           48860.10 
  4.835556           44933.50 
  4.835694           50725.10 
  4.835833           51263.40 
  4.835972           51188.70 
  4.836111           51390.80 
  4.836250           51445.60 
  4.836389           51504.90 
  4.836528           51495.50 
  4.836667           51509.80 
  4.836806           51480.20 
  4.836944           51485.20 
  4.837083           51489.10 
  4.837222           51500.90 
  4.837361           51490.30 
  4.837500           51486.50 
  4.837639           51489.80 
  4.837778           51487.90 
  4.837917           51221.20 
  4.838056           51495.80 
  4.838194           51242.40 
  4.838333           51201.50 
  4.838472           51236.00 
  4.838611           50928.70 
  4.838750           51474.00 
  4.838889           51024.20 
  4.839028           51497.10 
  4.839167           51490.50 
  4.839306           51261.10 
  4.839444           50961.80 
  4.839583           51483.20 
  4.839722           51466.90 
  4.839861           51474.50 
  4.840000           51499.30 
  4.840139           51206.00 
  4.840278           51472.70 
  4.840417           51250.00 
  4.840556           51480.60 
  4.840694           51503.10 
  4.840833           51483.40 
  4.840972           51486.70 
  4.841111           51488.20 
  4.841250           51486.70 
  4.841389           51488.20 
  4.841528           51487.80 
  4.841667           51488.50 
  4.841806           51487.60 
  4.841944           51487.60 
  4.842083           51488.50 
  4.842222           51487.00 
  4.842361           51493.90 
  4.842500           51485.60 
  4.842639           51487.90 
  4.842778           51484.10 
  4.842917           51487.60 
  4.843056           51487.00 
  4.843194           51485.00 
  4.843333           51487.40 
  4.843472           51488.80 
  4.843611           51488.80 
  4.843750           51487.70 
  4.843889           51487.00 
  4.844028           51489.00 
  4.844167           51487.50 
  4.844306           51487.70 
  4.844444           51487.40 
  4.844583           51488.70 
  4.844722           51486.50 
  4.844861           51487.80 
  4.845000           51489.30 
  4.845139           51487.90 
  4.845278           51491.80 
  4.845417           51245.80 
  4.845556           51009.40 
  4.845694           51453.00 
  4.845833           51269.30 
  4.845972           51034.40 
  4.846111           54570.00 
  4.846250           49403.20 
  4.846389           54379.40 
  4.846528           48862.70 
  4.846667           49142.40 
  4.846806           49602.40 
  4.846944           48924.40 
  4.847083           46436.80 
  4.847222           47807.40 
  4.847361           43766.00 
  4.847500           44233.40 
  4.847639           43776.10 
  4.847778           44936.90 
  4.847917           44952.20 
  4.848056           44918.20 
  4.848194           44928.10 
  4.848333           45109.90 
  4.848472           50776.50 
  4.848611           51479.60 
  4.848750           51503.70 
  4.848889           51451.20 
  4.849028           51493.50 
  4.849167           51469.50 
  4.849306           51493.80 
  4.849444           51482.10 
  4.849583           51487.80 
  4.849722           51488.40 
  4.849861           51486.30 
  4.850000           51487.10 
  4.850139           51489.10 
  4.850278           51488.20 
  4.850417           51489.10 
  4.850556           51488.90 
  4.850694           51488.30 
  4.850833           51488.50 
  4.850972           51488.90 
  4.851111           51489.00 
  4.851250           51273.10 
  4.851389           51252.20 
  4.851528           50136.00 
  4.851667           50786.60 
  4.851806           50944.50 
  4.851944           51034.60 
  4.852083           51251.30 
  4.852222           51502.20 
  4.852361           51482.60 
  4.852500           51232.80 
  4.852639           51485.90 
  4.852778           51487.00 
  4.852917           51486.90 
  4.853056           51487.60 
  4.853194           51487.30 
  4.853333           51488.60 
  4.853472           51486.60 
  4.853611           51487.60 
  4.853750           51254.60 
  4.853889           48302.00 
  4.854028           50157.90 
  4.854167           49789.30 
  4.854306           48748.70 
  4.854444           47069.50 
  4.854583           47787.20 
  4.854722           50046.70 
  4.854861           49886.00 
  4.855000           52550.80 
  4.855139           48221.80 
  4.855278           48276.00 
  4.855417           49138.80 
  4.855556           49829.70 
  4.855694           51060.50 
  4.855833           51466.40 
  4.855972           48931.80 
  4.856111           50255.90 
  4.856250           49863.50 
  4.856389           51258.30 
  4.856528           51480.00 
  4.856667           51493.10 
  4.856806           51264.10 
  4.856944           50309.10 
  4.857083           51510.70 
  4.857222           51493.20 
  4.857361           51056.80 
  4.857500           50787.20 
  4.857639           49057.40 
  4.857778           49132.90 
  4.857917           49017.60 
  4.858056           48922.60 
  4.858194           50541.60 
  4.858333           50552.20 
  4.858472           51259.00 
  4.858611           50083.00 
  4.858750           50455.00 
  4.858889           50339.40 
  4.859028           51250.50 
  4.859167           51477.20 
  4.859306           51491.00 
  4.859444           51018.20 
  4.859583           51461.70 
  4.859722           51224.60 
  4.859861           51491.70 
  4.860000           51264.80 
  4.860139           51489.90 
  4.860278           51241.40 
  4.860417           51486.70 
  4.860556           51515.10 
  4.860694           51237.30 
  4.860833           51481.40 
  4.860972           47880.20 
  4.861111           47619.60 
  4.861250           47893.90 
  4.861389           47291.50 
  4.861528           48853.20 
  4.861667           48835.70 
  4.861806           50558.10 
  4.861944           50762.30 
  4.862083           50796.20 
  4.862222           44973.10 
  4.862361           50532.40 
  4.862500           50758.20 
  4.862639           51258.60 
  4.862778           51485.90 
  4.862917           51482.40 
  4.863056           51490.20 
  4.863194           51464.90 
  4.863333           51502.60 
  4.863472           51486.00 
  4.863611           51500.50 
  4.863750           51489.40 
  4.863889           51483.10 
  4.864028           51463.20 
  4.864167           51502.70 
  4.864306           50076.00 
  4.864444           50082.90 
  4.864583           51007.60 
  4.864722           49822.50 
  4.864861           50053.00 
  4.865000           54180.00 
  4.865139           50307.40 
  4.865278           48342.50 
  4.865417           47835.20 
  4.865556           48870.70 
  4.865694           53391.30 
  4.865833           53247.30 
  4.865972           47447.00 
  4.866111           53280.40 
  4.866250           52405.80 
  4.866389           50631.70 
  4.866528           49003.50 
  4.866667           48684.40 
  4.866806           47719.90 
  4.866944           50058.60 
  4.867083           47673.30 
  4.867222           48062.50 
  4.867361           48384.30 
  4.867500           48235.30 
  4.867639           50544.60 
  4.867778           50579.10 
  4.867917           46823.70 
  4.868056           44156.20 
  4.868194           49122.60 
  4.868333           43962.70 
  4.868472           49450.50 
  4.868611           49574.90 
  4.868750           44831.90 
  4.868889           46356.90 
  4.869028           48997.70 
  4.869167           49388.00 
  4.869306           50537.20 
  4.869444           50556.40 
  4.869583           50595.50 
  4.869722           51033.40 
  4.869861           51498.90 
  4.870000           51247.60 
  4.870139           51467.50 
  4.870278           51489.70 
  4.870417           51498.00 
  4.870556           51485.60 
  4.870694           51486.00 
  4.870833           51487.70 
  4.870972           51488.00 
  4.871111           51488.80 
  4.871250           51486.00 
  4.871389           51023.00 
  4.871528           50289.20 
  4.871667           50571.80 
  4.871806           51208.50 
  4.871944           51021.30 
  4.872083           51469.00 
  4.872222           51238.00 
  4.872361           50884.70 
  4.872500           51207.10 
  4.872639           50573.10 
  4.872778           50016.40 
  4.872917           50557.50 
  4.873056           51004.70 
  4.873194           50802.80 
  4.873333           48682.60 
  4.873472           48894.70 
  4.873611           51491.60 
  4.873750           50695.60 
  4.873889           45658.90 
  4.874028           48466.50 
  4.874167           50574.30 
  4.874306           50360.30 
  4.874444           51471.00 
  4.874583           51003.20 
  4.874722           51210.10 
  4.874861           51231.40 
  4.875000           51246.10 
  4.875139           51259.50 
  4.875278           51039.30 
  4.875417           49858.60 
  4.875556           49768.20 
  4.875694           54192.50 
  4.875833           48904.50 
  4.875972           54028.10 
  4.876111           50110.00 
  4.876250           49815.20 
  4.876389           50288.40 
  4.876528           49387.00 
  4.876667           51272.70 
  4.876806           51489.50 
  4.876944           51460.60 
  4.877083           51489.50 
  4.877222           51471.60 
  4.877361           51472.10 
  4.877500           51493.50 
  4.877639           51482.80 
  4.877778           51479.40 
  4.877917           51473.00 
  4.878056           51489.40 
  4.878194           51481.60 
  4.878333           51479.60 
  4.878472           51473.50 
  4.878611           51476.90 
  4.878750           51262.30 
  4.878889           51218.50 
  4.879028           51461.50 
  4.879167           48693.70 
  4.879306           50574.70 
  4.879444           54013.10 
  4.879583           50052.50 
  4.879722           54306.40 
  4.879861           48361.90 
  4.880000           52626.10 
  4.880139           49763.10 
  4.880278           49841.90 
  4.880417           50549.20 
  4.880556           48206.60 
  4.880694           52648.60 
  4.880833           53768.50 
  4.880972           53027.80 
  4.881111           52651.90 
  4.881250           49925.40 
  4.881389           50053.70 
  4.881528           48776.20 
  4.881667           48171.30 
  4.881806           50504.80 
  4.881944           49613.10 
  4.882083           51234.50 
  4.882222           50904.20 
  4.882361           48282.80 
  4.882500           49912.80 
  4.882639           53750.60 
  4.882778           49339.00 
  4.882917           49539.30 
  4.883056           48424.40 
  4.883194           49408.90 
  4.883333           49624.10 
  4.883472           50991.80 
  4.883611           50749.10 
  4.883750           50302.90 
  4.883889           50324.50 
  4.884028           51447.50 
  4.884167           50256.30 
  4.884306           51225.70 
  4.884444           51669.30 
  4.884583           51496.00 
  4.884722           51493.60 
  4.884861           51487.50 
  4.885000           51486.90 
  4.885139           51480.90 
  4.885278           51465.70 
  4.885417           51472.90 
  4.885556           51493.50 
  4.885694           51012.10 
  4.885833           51227.40 
  4.885972           51236.40 
  4.886111           51444.60 
  4.886250           51501.90 
  4.886389           51490.70 
  4.886528           51478.20 
  4.886667           51500.10 
  4.886806           51487.00 
  4.886944           51487.30 
  4.887083           51487.20 
  4.887222           51486.50 
  4.887361           51329.50 
  4.887500           51235.10 
  4.887639           49874.90 
  4.887778           50797.20 
  4.887917           51273.00 
  4.888056           51013.30 
  4.888194           51225.10 
  4.888333           51264.70 
  4.888472           51501.10 
  4.888611           51467.70 
  4.888750           51484.60 
  4.888889           51488.10 
  4.889028           51486.40 
  4.889167           51470.90 
  4.889306           51491.70 
  4.889444           51479.70 
  4.889583           51486.20 
  4.889722           51485.60 
  4.889861           51494.90 
  4.890000           51263.80 
  4.890139           50744.60 
  4.890278           49137.60 
  4.890417           49184.20 
  4.890556           48870.10 
  4.890694           53003.40 
  4.890833           48183.50 
  4.890972           49757.30 
  4.891111           53125.90 
  4.891250           48461.60 
  4.891389           48348.70 
  4.891528           48436.90 
  4.891667           50292.20 
  4.891806           46288.50 
  4.891944           48143.40 
  4.892083           51009.90 
  4.892222           47766.80 
  4.892361           49579.30 
  4.892500           49672.30 
  4.892639           50410.80 
  4.892778           47343.60 
  4.892917           45998.20 
  4.893056           46795.60 
  4.893194           43516.40 
  4.893333           45338.80 
  4.893472           43082.00 
  4.893611           48489.40 
  4.893750           47486.30 
  4.893889           46117.80 
  4.894028           47959.80 
  4.894167           48157.30 
  4.894306           46559.20 
  4.894444           47589.80 
  4.894583           48172.40 
  4.894722           46874.20 
  4.894861           49774.20 
  4.895000           43964.70 
  4.895139           44015.60 
  4.895278           43978.00 
  4.895417           44422.60 
  4.895556           44193.70 
  4.895694           50792.70 
  4.895833           51221.20 
  4.895972           51490.90 
  4.896111           51492.90 
  4.896250           51480.90 
  4.896389           51488.60 
  4.896528           51483.70 
  4.896667           51483.50 
  4.896806           51499.10 
  4.896944           51482.80 
  4.897083           51254.60 
  4.897222           51231.40 
  4.897361           51025.30 
  4.897500           48417.90 
  4.897639           50807.30 
  4.897778           50533.30 
  4.897917           51250.00 
  4.898056           51217.70 
  4.898194           51492.90 
  4.898333           50780.40 
  4.898472           51333.70 
  4.898611           51489.40 
  4.898750           51486.20 
  4.898889           51488.30 
  4.899028           51429.60 
  4.899167           51490.90 
  4.899306           51480.40 
  4.899444           51484.90 
  4.899583           51486.60 
  4.899722           51485.60 
  4.899861           51479.70 
  4.900000           50385.40 
  4.900139           51486.90 
  4.900278           50101.70 
  4.900417           51184.90 
  4.900556           51488.20 
  4.900694           51495.30 
  4.900833           51490.50 
  4.900972           51243.70 
  4.901111           51485.30 
  4.901250           51486.10 
  4.901389           51480.80 
  4.901528           51484.60 
  4.901667           51490.80 
  4.901806           51486.80 
  4.901944           51477.70 
  4.902083           51479.00 
  4.902222           51490.90 
  4.902361           51479.60 
  4.902500           51247.50 
  4.902639           51499.80 
  4.902778           51500.70 
  4.902917           51037.50 
  4.903056           50536.10 
  4.903194           50760.70 
  4.903333           51263.90 
  4.903472           54276.50 
  4.903611           50725.60 
  4.903750           50763.90 
  4.903889           51092.70 
  4.904028           49628.60 
  4.904167           48149.60 
  4.904306           49821.90 
  4.904444           50058.40 
  4.904583           50770.50 
  4.904722           49589.30 
  4.904861           50792.90 
  4.905000           51269.40 
  4.905139           51491.30 
  4.905278           51253.00 
  4.905417           51492.90 
  4.905556           51477.30 
  4.905694           51486.90 
  4.905833           51347.00 
  4.905972           51485.90 
  4.906111           51491.40 
  4.906250           50602.70 
  4.906389           50338.60 
  4.906528           51469.40 
  4.906667           51480.90 
  4.906806           51494.20 
  4.906944           51488.50 
  4.907083           51487.90 
  4.907222           51486.70 
  4.907361           51487.20 
  4.907500           51486.50 
  4.907639           51486.40 
  4.907778           51485.10 
  4.907917           51486.10 
  4.908056           51479.20 
  4.908194           50558.00 
  4.908333           49345.50 
  4.908472           48675.30 
  4.908611           52474.40 
  4.908750           49765.60 
  4.908889           49096.40 
  4.909028           48720.00 
  4.909167           49875.10 
  4.909306           50763.30 
  4.909444           50338.90 
  4.909583           51469.20 
  4.909722           51015.90 
  4.909861           49848.60 
  4.910000           51008.30 
  4.910139           51014.60 
  4.910278           52769.40 
  4.910417           54739.60 
  4.910556           49842.50 
  4.910694           48887.50 
  4.910833           54553.00 
  4.910972           50269.20 
  4.911111           51002.60 
  4.911250           50064.80 
  4.911389           49822.30 
  4.911528           50991.60 
  4.911667           51456.40 
  4.911806           51501.60 
  4.911944           51485.70 
  4.912083           51487.50 
  4.912222           51487.50 
  4.912361           51487.20 
  4.912500           51486.20 
  4.912639           51487.10 
  4.912778           51486.90 
  4.912917           51487.20 
  4.913056           51487.80 
  4.913194           51485.80 
  4.913333           51484.70 
  4.913472           51487.10 
  4.913611           51485.70 
  4.913750           51467.20 
  4.913889           49628.30 
  4.914028           49770.60 
  4.914167           48220.40 
  4.914306           49552.40 
  4.914444           50989.80 
  4.914583           51236.60 
  4.914722           51007.50 
  4.914861           51493.80 
  4.915000           51463.50 
  4.915139           51487.70 
  4.915278           51486.90 
  4.915417           51485.90 
  4.915556           51487.40 
  4.915694           51486.20 
  4.915833           51487.50 
  4.915972           51435.00 
  4.916111           51486.60 
  4.916250           51489.90 
  4.916389           51496.10 
  4.916528           51447.10 
  4.916667           50806.00 
  4.916806           51215.80 
  4.916944           51260.70 
  4.917083           51490.30 
  4.917222           51240.40 
  4.917361           51486.50 
  4.917500           51488.80 
  4.917639           51491.00 
  4.917778           51484.90 
  4.917917           51487.30 
  4.918056           51485.70 
  4.918194           51487.60 
  4.918333           51488.10 
  4.918472           51488.00 
  4.918611           51488.40 
  4.918750           51487.10 
  4.918889           51486.80 
  4.919028           51487.50 
  4.919167           51487.40 
  4.919306           51480.00 
  4.919444           51471.80 
  4.919583           51071.80 
  4.919722           51483.20 
  4.919861           51494.20 
  4.920000           51481.30 
  4.920139           51486.80 
  4.920278           51487.80 
  4.920417           51487.10 
  4.920556           51486.90 
  4.920694           51486.00 
  4.920833           51488.70 
  4.920972           51487.60 
  4.921111           51489.00 
  4.921250           51487.90 
  4.921389           51486.80 
  4.921528           51486.80 
  4.921667           51486.70 
  4.921806           51508.80 
  4.921944           51487.50 
  4.922083           51482.60 
  4.922222           51489.80 
  4.922361           51487.60 
  4.922500           51483.20 
  4.922639           51488.40 
  4.922778           51482.10 
  4.922917           51489.30 
  4.923056           51252.50 
  4.923194           51272.50 
  4.923333           51493.00 
  4.923472           51485.70 
  4.923611           51487.20 
  4.923750           51486.70 
  4.923889           51486.70 
  4.924028           51487.90 
  4.924167           51487.00 
  4.924306           51488.50 
  4.924444           51488.80 
  4.924583           51487.10 
  4.924722           51490.40 
  4.924861           50283.90 
  4.925000           51020.00 
  4.925139           48163.20 
  4.925278           51666.30 
  4.925417           51206.10 
  4.925556           51219.60 
  4.925694           51484.00 
  4.925833           51498.50 
  4.925972           51500.30 
  4.926111           51490.00 
  4.926250           51487.50 
  4.926389           51497.30 
  4.926528           51486.00 
  4.926667           51484.70 
  4.926806           51489.50 
  4.926944           51488.10 
  4.927083           51489.60 
  4.927222           51489.80 
  4.927361           51484.50 
  4.927500           51487.30 
  4.927639           51486.70 
  4.927778           51483.90 
  4.927917           51486.10 
  4.928056           51489.80 
  4.928194           51485.00 
  4.928333           51485.20 
  4.928472           51490.40 
  4.928611           51487.10 
  4.928750           51456.40 
  4.928889           51489.80 
  4.929028           48884.90 
  4.929167           49877.30 
  4.929306           51256.40 
  4.929444           51490.80 
  4.929583           51249.40 
  4.929722           51484.90 
  4.929861           51460.80 
  4.930000           51265.00 
  4.930139           51503.20 
  4.930278           51475.30 
  4.930417           51485.40 
  4.930556           51486.30 
  4.930694           51488.30 
  4.930833           51486.60 
  4.930972           51484.30 
  4.931111           51489.10 
  4.931250           51487.20 
  4.931389           51487.10 
  4.931528           51501.30 
  4.931667           51491.20 
  4.931806           51005.80 
  4.931944           51454.20 
  4.932083           49805.10 
  4.932222           49028.70 
  4.932361           50107.10 
  4.932500           50295.90 
  4.932639           50555.10 
  4.932778           50770.70 
  4.932917           50318.60 
  4.933056           50792.80 
  4.933194           51240.10 
  4.933333           51458.60 
  4.933472           51511.10 
  4.933611           51487.00 
  4.933750           51487.70 
  4.933889           51488.40 
  4.934028           51458.80 
  4.934167           51492.80 
  4.934306           51493.20 
  4.934444           51472.00 
  4.934583           51484.50 
  4.934722           51488.40 
  4.934861           51412.50 
  4.935000           51471.30 
  4.935139           51232.90 
  4.935278           51257.80 
  4.935417           51487.10 
  4.935556           51489.30 
  4.935694           51488.70 
  4.935833           51487.60 
  4.935972           51486.00 
  4.936111           51486.30 
  4.936250           51486.60 
  4.936389           51487.20 
  4.936528           51486.20 
  4.936667           51486.90 
  4.936806           51484.30 
  4.936944           51488.40 
  4.937083           51489.50 
  4.937222           51488.60 
  4.937361           51487.30 
  4.937500           51486.30 
  4.937639           51486.90 
  4.937778           51487.10 
  4.937917           51487.40 
  4.938056           51489.00 
  4.938194           51486.50 
  4.938333           51487.40 
  4.938472           51487.10 
  4.938611           51468.50 
  4.938750           51251.70 
  4.938889           49616.80 
  4.939028           48237.50 
  4.939167           48895.80 
  4.939306           50738.00 
  4.939444           53790.60 
  4.939583           48709.10 
  4.939722           51026.80 
  4.939861           51002.20 
  4.940000           51261.60 
  4.940139           51252.10 
  4.940278           51482.30 
  4.940417           51262.00 
  4.940556           51494.10 
  4.940694           50770.00 
  4.940833           51468.00 
  4.940972           51525.80 
  4.941111           51488.10 
  4.941250           51245.30 
  4.941389           51502.40 
  4.941528           51498.70 
  4.941667           51499.40 
  4.941806           50050.10 
  4.941944           49109.60 
  4.942083           51255.20 
  4.942222           51456.80 
  4.942361           51038.90 
  4.942500           51480.10 
  4.942639           51237.50 
  4.942778           51488.50 
  4.942917           51482.10 
  4.943056           51488.90 
  4.943194           51486.60 
  4.943333           51371.90 
  4.943472           51484.00 
  4.943611           51473.30 
  4.943750           51486.70 
  4.943889           51490.40 
  4.944028           50557.00 
  4.944167           51819.10 
  4.944306           48664.60 
  4.944444           49138.40 
  4.944583           50318.70 
  4.944722           50998.60 
  4.944861           51227.70 
  4.945000           51488.80 
  4.945139           51197.20 
  4.945278           51474.90 
  4.945417           51245.10 
  4.945556           50761.80 
  4.945694           45206.80 
  4.945833           47739.80 
  4.945972           43184.40 
  4.946111           46068.70 
  4.946250           45752.90 
  4.946389           42792.60 
  4.946528           42320.40 
  4.946667           48475.20 
  4.946806           43740.40 
  4.946944           43776.50 
  4.947083           51263.10 
  4.947222           51481.00 
  4.947361           51487.70 
  4.947500           51505.00 
  4.947639           51483.60 
  4.947778           51492.70 
  4.947917           51489.80 
  4.948056           51467.20 
  4.948194           51484.30 
  4.948333           51486.00 
  4.948472           51492.50 
  4.948611           51174.30 
  4.948750           50429.70 
  4.948889           51043.90 
  4.949028           51480.40 
  4.949167           51462.80 
  4.949306           51489.70 
  4.949444           51491.40 
  4.949583           51473.40 
  4.949722           51482.00 
  4.949861           51487.20 
  4.950000           51487.90 
  4.950139           51486.80 
  4.950278           51487.30 
  4.950417           51487.00 
  4.950556           51488.40 
  4.950694           51487.10 
  4.950833           51485.90 
  4.950972           51487.20 
  4.951111           51487.90 
  4.951250           51486.00 
  4.951389           51487.60 
  4.951528           51472.70 
  4.951667           51017.30 
  4.951806           51528.00 
  4.951944           51484.10 
  4.952083           51467.00 
  4.952222           51471.80 
  4.952361           51482.80 
  4.952500           51486.90 
  4.952639           51487.60 
  4.952778           51487.00 
  4.952917           51487.50 
  4.953056           51485.60 
  4.953194           51487.30 
  4.953333           51486.90 
  4.953472           51486.00 
  4.953611           51488.40 
  4.953750           51486.00 
  4.953889           51486.90 
  4.954028           51492.00 
  4.954167           50766.30 
  4.954306           50513.40 
  4.954444           49115.50 
  4.954583           50549.20 
  4.954722           49532.70 
  4.954861           51004.00 
  4.955000           49141.10 
  4.955139           48375.90 
  4.955278           49099.80 
  4.955417           48158.80 
  4.955556           48730.10 
  4.955694           48862.00 
  4.955833           46602.90 
  4.955972           51255.00 
  4.956111           47673.80 
  4.956250           48242.50 
  4.956389           46110.80 
  4.956528           46456.20 
  4.956667           48614.70 
  4.956806           49617.30 
  4.956944           50540.20 
  4.957083           48933.80 
  4.957222           49822.50 
  4.957361           48366.50 
  4.957500           50523.60 
  4.957639           49703.10 
  4.957778           51690.70 
  4.957917           49351.90 
  4.958056           46475.10 
  4.958194           45151.60 
  4.958333           46607.90 
  4.958472           47676.30 
  4.958611           46243.60 
  4.958750           42135.50 
  4.958889           45880.60 
  4.959028           42711.30 
  4.959167           47191.20 
  4.959306           43247.80 
  4.959444           43325.10 
  4.959583           50517.40 
  4.959722           51264.10 
  4.959861           47588.30 
  4.960000           50302.20 
  4.960139           51014.00 
  4.960278           51056.80 
  4.960417           51497.50 
  4.960556           51503.00 
  4.960694           51492.10 
  4.960833           51246.70 
  4.960972           50064.30 
  4.961111           51211.20 
  4.961250           50603.00 
  4.961389           51496.00 
  4.961528           50327.30 
  4.961667           51013.00 
  4.961806           50804.00 
  4.961944           50320.30 
  4.962083           51446.20 
  4.962222           51256.70 
  4.962361           51509.00 
  4.962500           51491.80 
  4.962639           51486.10 
  4.962778           51491.10 
  4.962917           51487.10 
  4.963056           51487.80 
  4.963194           51486.60 
  4.963333           51486.40 
  4.963472           51485.90 
  4.963611           51023.80 
  4.963750           46174.00 
  4.963889           47729.60 
  4.964028           43309.50 
  4.964167           48372.50 
  4.964306           48236.30 
  4.964444           43539.00 
  4.964583           44700.70 
  4.964722           44691.20 
  4.964861           44938.10 
  4.965000           44462.00 
  4.965139           51022.90 
  4.965278           50982.20 
  4.965417           51477.50 
  4.965556           51479.40 
  4.965694           51489.10 
  4.965833           51474.40 
  4.965972           51260.90 
  4.966111           51491.90 
  4.966250           51476.80 
  4.966389           51479.00 
  4.966528           51489.60 
  4.966667           51484.10 
  4.966806           51487.50 
  4.966944           51487.40 
  4.967083           51487.90 
  4.967222           51486.90 
  4.967361           51486.60 
  4.967500           51332.90 
  4.967639           51486.10 
  4.967778           51486.70 
  4.967917           51487.70 
  4.968056           51486.00 
  4.968194           51487.10 
  4.968333           51471.00 
  4.968472           51485.70 
  4.968611           51227.50 
  4.968750           51497.50 
  4.968889           51483.30 
  4.969028           51463.20 
  4.969167           51253.30 
  4.969306           51486.70 
  4.969444           51486.30 
  4.969583           51485.70 
  4.969722           51485.80 
  4.969861           51486.30 
  4.970000           51486.50 
  4.970139           51486.70 
  4.970278           51487.50 
  4.970417           51484.50 
  4.970556           51484.70 
  4.970694           51487.50 
  4.970833           51486.70 
  4.970972           51487.20 
  4.971111           51486.80 
  4.971250           51487.70 
  4.971389           51485.00 
  4.971528           51279.80 
  4.971667           51477.20 
  4.971806           51251.50 
  4.971944           51265.30 
  4.972083           51477.60 
  4.972222           51493.20 
  4.972361           51504.00 
  4.972500           51489.20 
  4.972639           51487.70 
  4.972778           54592.90 
  4.972917           49331.30 
  4.973056           50316.50 
  4.973194           49842.30 
  4.973333           50537.70 
  4.973472           50322.20 
  4.973611           51466.30 
  4.973750           51017.90 
  4.973889           51488.50 
  4.974028           51494.30 
  4.974167           51479.50 
  4.974306           51489.20 
  4.974444           51488.30 
  4.974583           51487.50 
  4.974722           51238.70 
  4.974861           48091.20 
  4.975000           48654.00 
  4.975139           49589.00 
  4.975278           51041.30 
  4.975417           44930.90 
  4.975556           51255.20 
  4.975694           50960.80 
  4.975833           51223.30 
  4.975972           44918.20 
  4.976111           51233.70 
  4.976250           51241.10 
  4.976389           51483.80 
  4.976528           51471.30 
  4.976667           51488.70 
  4.976806           51486.80 
  4.976944           51488.90 
  4.977083           51488.50 
  4.977222           51486.50 
  4.977361           51489.20 
  4.977500           51482.20 
  4.977639           51448.70 
  4.977778           51484.80 
  4.977917           51488.40 
  4.978056           51273.60 
  4.978194           49074.80 
  4.978333           53575.40 
  4.978472           53548.90 
  4.978611           52885.90 
  4.978750           53892.70 
  4.978889           48682.00 
  4.979028           45028.40 
  4.979167           42391.30 
  4.979306           42597.70 
  4.979444           45124.20 
  4.979583           44689.70 
  4.979722           44900.80 
  4.979861           44916.80 
  4.980000           44210.30 
  4.980139           44960.30 
  4.980278           44941.50 
  4.980417           51471.20 
  4.980556           51493.00 
  4.980694           51488.20 
  4.980833           51254.70 
  4.980972           51481.30 
  4.981111           51480.90 
  4.981250           50789.50 
  4.981389           51053.00 
  4.981528           51254.10 
  4.981667           51485.20 
  4.981806           51502.20 
  4.981944           51497.90 
  4.982083           51475.70 
  4.982222           51482.20 
  4.982361           51484.70 
  4.982500           51487.80 
  4.982639           51515.70 
  4.982778           51486.40 
  4.982917           51486.80 
  4.983056           51486.70 
  4.983194           51486.80 
  4.983333           51488.60 
  4.983472           51487.60 
  4.983611           51487.10 
  4.983750           51487.00 
  4.983889           51486.10 
  4.984028           51336.40 
  4.984167           51484.60 
  4.984306           51228.80 
  4.984444           51545.70 
  4.984583           51495.50 
  4.984722           51242.80 
  4.984861           51485.30 
  4.985000           51486.80 
  4.985139           51494.90 
  4.985278           51506.20 
  4.985417           52686.80 
  4.985556           54082.20 
  4.985694           50911.70 
  4.985833           48426.70 
  4.985972           50079.10 
  4.986111           51331.20 
  4.986250           50968.40 
  4.986389           51481.80 
  4.986528           51011.20 
  4.986667           51023.10 
  4.986806           50556.40 
  4.986944           51029.60 
  4.987083           51467.40 
  4.987222           50745.90 
  4.987361           51434.40 
  4.987500           51040.80 
  4.987639           51503.40 
  4.987778           50991.80 
  4.987917           49391.60 
  4.988056           50300.30 
  4.988194           51249.60 
  4.988333           51480.60 
  4.988472           51479.60 
  4.988611           51464.30 
  4.988750           51253.70 
  4.988889           51259.30 
  4.989028           50326.30 
  4.989167           49877.60 
  4.989306           51461.90 
  4.989444           51007.30 
  4.989583           51470.40 
  4.989722           51498.30 
  4.989861           51003.40 
  4.990000           51485.20 
  4.990139           51238.70 
  4.990278           51218.40 
  4.990417           51477.10 
  4.990556           51488.40 
  4.990694           51485.30 
  4.990833           51487.40 
  4.990972           51487.40 
  4.991111           51486.50 
  4.991250           51486.80 
  4.991389           51485.10 
  4.991528           51485.30 
  4.991667           51487.40 
  4.991806           51486.10 
  4.991944           51486.00 
  4.992083           51487.00 
  4.992222           51489.50 
  4.992361           51461.10 
  4.992500           51249.90 
  4.992639           51280.40 
  4.992778           51253.30 
  4.992917           51478.10 
  4.993056           51484.60 
  4.993194           51485.90 
  4.993333           51486.30 
  4.993472           51486.70 
  4.993611           51467.30 
  4.993750           51489.20 
  4.993889           51486.40 
