DocID,PageNum,LineNum,NormedLineNum,Text,Words2Width,WordsWidth,Width,Height,Left,Top,ContainsNum,ContainsTab,ContainsPage,Centrality,Marginal
57418,58,23,1,"Mineral Exploration, BHP Billiton 	September 2008",0.523172316,0.392833889,0.750869028,0.013432606,0.120605864,0.921569943,1,1,0,0.991740207,2
57418,50,26,1,"Mineral Exploration, BHP Billiton 	September 2008",0.523537296,0.393173456,0.750994168,0.013190135,0.120483644,0.921705484,1,1,0,0.991615769,2
57418,89,39,1,"Mineral Exploration, BHP Billiton 	September 2008",0.523116867,0.392853394,0.750985906,0.012214408,0.120441645,0.922273457,1,1,0,0.991519534,2
57418,51,40,1,"Mineral Exploration, BHP Billiton 	September 2008",0.523509699,0.393017471,0.750735797,0.012359306,0.120405309,0.922344536,1,1,0,0.991182847,2
57418,72,34,1,"Mineral Exploration, BHP Billiton 	September 2008",0.52247644,0.392229423,0.750712171,0.011911112,0.12047413,0.92246294,1,1,0,0.991301775,2
57418,93,35,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522064755,0.391758889,0.750402868,0.012013904,0.120673835,0.922475159,1,1,0,0.991395764,2
57418,95,35,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522066973,0.391740561,0.750364572,0.011981194,0.120691657,0.922484517,1,1,0,0.991392997,2
57418,99,37,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522307252,0.391941175,0.750403471,0.011998733,0.12066222,0.922494084,1,1,0,0.991372162,2
57418,94,35,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521983294,0.391674057,0.750357457,0.011956279,0.120709993,0.922497541,1,1,0,0.991423827,2
57418,98,34,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522042019,0.391709685,0.750341296,0.011948137,0.120703936,0.922507316,1,1,0,0.991394334,2
57418,55,41,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522157056,0.39185223,0.750448979,0.011844439,0.120630227,0.922508031,1,1,0,0.991352888,2
57418,80,38,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522082723,0.391733661,0.75032872,0.011947023,0.120658532,0.922510743,1,1,0,0.991286496,2
57418,67,34,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522483727,0.392177731,0.750602767,0.011832191,0.120508477,0.922512323,1,1,0,0.991259311,2
57418,97,38,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522219924,0.391868621,0.750390023,0.011919324,0.1206882,0.922518045,1,1,0,0.991412333,2
57418,73,22,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522010639,0.391708538,0.750384204,0.011863787,0.120677136,0.922564447,1,1,0,0.991383182,2
57418,85,13,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521928625,0.391635388,0.750361964,0.01191487,0.120778754,0.922571182,1,1,0,0.991571976,2
57418,82,17,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522779839,0.392338172,0.750484511,0.01200416,0.12065351,0.922578394,1,1,0,0.991438523,2
57418,79,13,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522446419,0.392110452,0.750527591,0.012361394,0.120584056,0.922614962,1,1,0,0.991338565,2
57418,78,19,1,"Mineral Exploration, BHP Billiton 	September 2008",0.5224099,0.391996756,0.750362419,0.01237072,0.120693021,0.92263633,1,1,0,0.991393596,2
57418,71,32,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522476004,0.392049223,0.750367902,0.01230537,0.120728202,0.922643095,1,1,0,0.99147271,2
57418,76,31,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522330474,0.391922459,0.750334278,0.012327292,0.120710731,0.922644436,1,1,0,0.991401189,2
57418,74,29,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522392035,0.392017975,0.750428699,0.012324438,0.120660834,0.922647923,1,1,0,0.991395585,2
57418,91,17,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522554537,0.392124161,0.750398539,0.012343995,0.120721094,0.922648072,1,1,0,0.991489839,2
57418,69,23,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522454822,0.39204821,0.750396386,0.012312608,0.120680138,0.922653645,1,1,0,0.991402152,2
57418,90,18,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522294095,0.391892657,0.75032948,0.012333347,0.120737702,0.9226574,1,1,0,0.99145245,2
57418,83,22,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522369073,0.391957477,0.750345871,0.012288876,0.120674133,0.922661006,1,1,0,0.991336933,2
57418,66,35,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521782735,0.391482085,0.750277959,0.012299245,0.1207963,0.922664016,1,1,0,0.991520956,2
57418,60,33,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522162285,0.391763166,0.750270896,0.012223803,0.120709471,0.922667414,1,1,0,0.991332449,2
57418,70,21,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522363805,0.391954482,0.750347704,0.012273842,0.12072745,0.922677279,1,1,0,0.991450072,2
57418,62,34,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521881119,0.391522691,0.750214323,0.012232016,0.120781302,0.922678143,1,1,0,0.991423291,2
57418,56,21,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522507973,0.392083898,0.750388354,0.012149685,0.120699689,0.922683239,1,1,0,0.99143456,2
57418,81,33,1,"Mineral Exploration, BHP Billiton 	September 2008",0.52224088,0.391812608,0.750252657,0.012246353,0.12074285,0.922683656,1,1,0,0.991383057,2
57418,77,31,1,"Mineral Exploration, BHP Billiton 	September 2008",0.52222146,0.391787365,0.75023222,0.0122657,0.120745286,0.922683924,1,1,0,0.991366823,2
57418,65,33,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521724675,0.391376093,0.750158295,0.012218584,0.120810747,0.922685891,1,1,0,0.991426275,2
57418,57,33,1,"Mineral Exploration, BHP Billiton 	September 2008",0.52213231,0.391726971,0.750244647,0.012200559,0.120726138,0.922686458,1,1,0,0.99133984,2
57418,96,4,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522107505,0.391887009,0.750586815,0.011912503,0.120627455,0.922688216,1,1,0,0.99149088,2
57418,61,36,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521883144,0.391519517,0.750205331,0.012201881,0.120788701,0.922692418,1,1,0,0.991429345,2
57418,64,36,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522046884,0.391628399,0.750178598,0.012185039,0.120789163,0.92269364,1,1,0,0.991402424,2
57418,63,36,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522139097,0.391701505,0.750186123,0.012150868,0.12074516,0.922701269,1,1,0,0.991318476,2
57418,86,12,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521988796,0.391653225,0.750309639,0.011959133,0.120749466,0.92272687,1,1,0,0.991456297,2
57418,88,13,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522005379,0.391668841,0.750315718,0.011937001,0.120743386,0.922745496,1,1,0,0.991449955,2
57418,87,17,1,"Mineral Exploration, BHP Billiton 	September 2008",0.522141435,0.391753599,0.750282533,0.012212042,0.120716043,0.922747403,1,1,0,0.991358297,2
57418,92,24,1,"Mineral Exploration, BHP Billiton 	September 2008",0.521882537,0.39146924,0.750109866,0.012129571,0.120766118,0.922748685,1,1,0,0.991282657,2
30281,6,6,0.833333333,"BHP Burton No. 1 Completion Report 	Page No. 4",0.480289288,0.3350005,0.697497338,0.015801927,0.163029179,0.925693899,1,1,1,0.97543012,2
57418,17,2,1,EPC1163 Tartarus 12 Monthly Report - Year 1 Appendix 2,1,0.368818969,0.368818969,0.018625734,0.453737676,0.926270843,1,0,0,0.71180323,2
30281,3,35,0.971428571,"BHP Burton No. 1 Completion Report 	Page No. 1",0.478570775,0.332704291,0.695203945,0.015785912,0.161768824,0.926355362,1,1,1,0.98045162,2
57418,15,2,1,EPC1163 Tartarus 12 Monthly Report - Year 1 Appendix 1,1,0.3652367,0.3652367,0.018487796,0.453484356,0.926395774,1,0,0,0.716068294,2
30281,5,32,0.96875,"BHP Burton No. 1 Completion Report 	Page No. 3",0.480128305,0.334820665,0.697356649,0.016296403,0.161046922,0.926545769,1,1,1,0.979712179,2
39782,6,38,1,"CR 10980 	Page 2",0.136444192,0.105737697,0.774951983,0.011764335,0.154441044,0.927197069,1,1,1,0.912554885,2
39782,4,29,1,"CR 10980 	Page 1",0.135616889,0.104998361,0.774227768,0.011597306,0.154494077,0.927221715,1,1,1,0.913199664,2
30281,4,40,0.975,"BHP Burton No. 1 Completion Report 	Page No. 2",0.480250812,0.334675528,0.696876548,0.015714612,0.162430421,0.927363545,1,1,1,0.977326761,2
39782,11,39,1,"CR 10980 	Page 4",0.136604887,0.105854377,0.774894513,0.011591878,0.154508114,0.927383512,1,1,1,0.912474912,2
37838,4,30,1,"CR 10861 	Page 1",0.136744395,0.10524964,0.769681562,0.011988919,0.154355645,0.927479088,1,1,1,0.918230517,2
39782,8,35,1,"CR 10980 	Page 3",0.13671539,0.105943345,0.774918936,0.011053558,0.154379129,0.927696556,1,1,1,0.912718519,2
67792,8,20,1,4,1,0.010881289,0.010881289,0.010259335,0.517181635,0.927970648,1,0,0,0.952806876,2
57418,47,4,1,"EPC1163 Tartarus 12 Monthly Report - Year 1 	Appendix 4",0.83856291,0.351541363,0.419218831,0.015664641,0.417556763,0.929126143,1,1,0,0.734711341,2
57418,118,37,0.972972973,"APRIL, 2009 	16",0.15439715,0.107828077,0.698381264,0.013293972,0.150403157,0.929873437,1,1,0,0.999153199,2
57418,122,38,0.973684211,"APRIL, 2009 	20",0.156043733,0.108963221,0.698286429,0.013188604,0.150369793,0.929933876,1,1,0,0.998984677,2
57418,112,37,0.972972973,"APRIL, 2009 	10",0.154686174,0.108041175,0.698453985,0.013176077,0.150270194,0.92994678,1,1,0,0.998951671,2
57418,128,37,0.972972973,"APRIL, 2009 	26",0.156114189,0.109028185,0.698387416,0.013280888,0.150391012,0.92995286,1,1,0,0.999134281,2
57418,126,37,0.972972973,"APRIL, 2009 	24",0.156326215,0.109187977,0.698462361,0.013286038,0.150415897,0.929965615,1,1,0,0.999264369,2
57418,130,37,0.972972973,"APRIL, 2009 	28",0.156032695,0.108953094,0.698270923,0.013200297,0.150410801,0.929975033,1,1,0,0.999054052,2
57418,129,21,0.952380952,"APRIL, 2009 	27",0.156566001,0.109402834,0.698764948,0.01324797,0.150071368,0.93002826,1,1,0,0.998861247,2
57418,125,22,0.954545455,"APRIL, 2009 	23",0.15659248,0.109412616,0.698709263,0.013218252,0.150043234,0.930068225,1,1,0,0.998744471,2
57418,114,35,0.971428571,"APRIL, 2009 	12",0.154389042,0.107797856,0.698222192,0.012812372,0.150345936,0.930093229,1,1,0,0.998867903,2
57418,119,18,0.944444444,"APRIL, 2009 	17",0.155285177,0.108504187,0.698741432,0.013012459,0.15004386,0.930175006,1,1,0,0.998779333,2
57418,124,36,0.972222222,"APRIL, 2009 	22",0.156041552,0.108950784,0.698216489,0.012487222,0.150383815,0.930236429,1,1,0,0.998940975,2
57418,111,20,0.95,"APRIL, 2009 	9",0.144950381,0.101286289,0.698765253,0.013162994,0.150033072,0.930242836,1,1,0,0.998781673,2
57418,19,4,1,"EPC1163 Tartarus 12 Monthly Report - Year 1 	I 	Appendix 3",0.840722882,0.356080881,0.423541322,0.014072884,0.417536914,0.930252254,1,1,0,0.730244039,2
57418,121,26,0.961538462,"APRIL, 2009 	19",0.154495448,0.107897606,0.698386956,0.012485552,0.150164425,0.930254608,1,1,0,0.998661104,2
57418,106,37,0.972972973,"APRIL, 2009 	4",0.144647657,0.101057914,0.698648815,0.012591198,0.150405556,0.930284619,1,1,0,0.999437282,2
57418,131,19,0.947368421,"APRIL, 2009 	29",0.156284123,0.109163234,0.698492156,0.012953094,0.150121883,0.930290848,1,1,0,0.998682085,2
57418,109,19,0.947368421,"APRIL, 2009 	7",0.144605004,0.10106841,0.698927472,0.013065838,0.150029093,0.930291682,1,1,0,0.998942581,2
57418,127,19,0.947368421,"APRIL, 2009 	25",0.156389644,0.109259376,0.698635625,0.012922541,0.150027618,0.930329055,1,1,0,0.998635083,2
57418,132,37,0.972972973,"APRIL, 2009 	30",0.156041487,0.108972853,0.698358206,0.012430154,0.150284529,0.930335015,1,1,0,0.998881671,2
57418,110,37,0.972972973,"APRIL, 2009 	8",0.144645013,0.101049679,0.698604654,0.012400159,0.150362402,0.930374116,1,1,0,0.999301192,2
57418,120,33,0.96969697,"APRIL, 2009 	18",0.154621619,0.108000997,0.698485751,0.012304743,0.150288612,0.930377781,1,1,0,0.999023228,2
57418,107,19,0.947368421,"APRIL, 2009 	5",0.144346061,0.100840548,0.698602701,0.01295198,0.150027275,0.930418551,1,1,0,0.998600025,2
57418,113,18,0.944444444,"APRIL, 2009 	11",0.154142816,0.107575301,0.697893705,0.013164107,0.150019094,0.930428565,1,1,0,0.997843419,2
57418,117,24,0.958333333,"APRIL, 2009 	15",0.154919925,0.108209422,0.698486147,0.012200837,0.150098056,0.930446982,1,1,0,0.998626111,2
57418,108,36,0.972222222,"APRIL, 2009 	6",0.144778866,0.101177754,0.698843392,0.012294722,0.150273249,0.930511147,1,1,0,0.999364226,2
57418,18,16,1,EPC1163 Tartarus 12 Monthly Report - Year 1 Appendix 2,1,0.367242664,0.367242664,0.010911026,0.336562067,0.930530906,1,0,0,0.957894776,2
57418,104,38,0.973684211,"APRIL, 2009 	2",0.144699671,0.101068705,0.698472254,0.012230415,0.150290698,0.930535227,1,1,0,0.999013501,2
57418,123,18,0.944444444,"APRIL, 2009 	21",0.1552576,0.108291995,0.697498832,0.012723708,0.150038078,0.930559844,1,1,0,0.997471138,2
57418,116,37,0.972972973,"APRIL, 2009 	14",0.154819623,0.108142607,0.698507108,0.012335643,0.150389031,0.930696249,1,1,0,0.999254995,2
57418,105,13,0.923076923,"APRIL, 2009 	3",0.144729998,0.101121483,0.698690562,0.012285187,0.150097281,0.930822402,1,1,0,0.998837715,2
57418,102,3,1,EPC1163 Tartarus 12 Monthly Report - Year 1 Appendix 2,1,0.367405117,0.367405117,0.010539526,0.44395411,0.930845201,1,0,0,0.733688099,2
57418,16,24,1,EPC1163 Tartarus 12 Monthly Report - Year 1 Appendix 1,1,0.364174515,0.364174515,0.010405207,0.454111993,0.931042552,1,0,0,0.715866886,2
57418,133,15,0.933333333,"APRIL, 2009 	31",0.155410718,0.108420266,0.69763699,0.012293817,0.150127336,0.931197613,1,1,0,0.997801455,2
57418,115,7,0.857142857,"APRIL, 2009 	13",0.154756472,0.108067667,0.6983079,0.011255593,0.150421366,0.931389213,1,1,0,0.999114662,2
57418,21,40,1,"South Cockenzie Final Report 	(i)",0.750213866,0.264040282,0.351953348,0.01743963,0.125466853,0.932879329,0,1,0,0.585779604,2
43505,14,8,1,Page 9,1,0.038469166,0.038469166,0.019268207,0.501663089,0.93347472,1,0,1,0.956404688,2
43505,13,8,1,Page 8,1,0.038518995,0.038518995,0.019285731,0.501687288,0.933477759,1,0,1,0.956302228,2
57418,33,41,1,"South Cockenzie Final Report 	(11)",0.761742605,0.279712263,0.367200498,0.016040763,0.125473768,0.933494568,0,1,0,0.601698042,2
57418,25,37,1,"South Cockenzie Final Report 	(3)",0.753438044,0.268415397,0.356254106,0.016240779,0.12545307,0.933509946,0,1,0,0.590236889,2
57418,29,42,1,"South Cockenzie Final Report 	(7)",0.754381363,0.269100232,0.356716437,0.016190253,0.125399485,0.933523476,0,1,0,0.590607351,2
57418,31,42,1,"South Cockenzie Final Report 	(9)",0.75308488,0.268343557,0.356325779,0.016008401,0.125479087,0.933535486,0,1,0,0.590365926,2
57418,27,43,1,"South Cockenzie Final Report 	(5)",0.753931991,0.268740078,0.356451353,0.016030045,0.12545678,0.933562696,0,1,0,0.590450374,2
57418,34,43,1,"South Cockenzie Final Report 	(12)",0.761957874,0.279763013,0.36716336,0.015958084,0.125424057,0.933596253,0,1,0,0.601555601,2
57418,39,40,1,"South Cockenzie Final Report 	(17)",0.761635127,0.279775713,0.367335621,0.015999909,0.125407845,0.933615625,0,1,0,0.601701461,2
57418,37,40,1,"South Cockenzie Final Report 	(15)",0.762341387,0.279803053,0.367031172,0.016004156,0.125398546,0.933615863,0,1,0,0.601364498,2
57418,26,40,1,"South Cockenzie Final Report 	(4)",0.754170038,0.268801173,0.356419852,0.015906444,0.125427216,0.933683932,0,1,0,0.59035584,2
57418,32,42,1,"South Cockenzie Final Report 	(10)",0.761874947,0.279565066,0.366943508,0.01581924,0.125424206,0.933713526,0,1,0,0.601326588,2
57418,35,43,1,"South Cockenzie Final Report 	(13)",0.762241618,0.279939972,0.367258839,0.015778041,0.125405312,0.933744252,0,1,0,0.601616087,2
57418,23,36,1,"South Cockenzie Final Report 	(1)",0.752972022,0.26847777,0.356557431,0.01583156,0.125439227,0.933785558,0,1,0,0.590524402,2
57418,36,42,1,"South Cockenzie Final Report 	(14)",0.761323835,0.27964583,0.367315218,0.015725078,0.125381887,0.933843821,0,1,0,0.601626026,2
57418,44,57,1,"South Cockenzie Final Report 	(22)",0.759699121,0.278736837,0.366904251,0.015733568,0.1252525,0.933995128,0,1,0,0.600927433,2
57418,43,55,1,"South Cockenzie Final Report 	(21)",0.759922369,0.278811764,0.366895061,0.015754865,0.125270039,0.934068441,0,1,0,0.600954435,2
57418,28,41,1,"South Cockenzie Final Report 	(6)",0.752581024,0.268245673,0.356434276,0.015470081,0.125350416,0.934152454,0,1,0,0.590210668,2
57418,40,16,1,"South Cockenzie Final Report 	(18)",0.760271911,0.278898157,0.366840012,0.015053831,0.125199229,0.934393346,0,1,0,0.600749293,2
57418,45,50,1,"South Cockenzie Final Report 	(23)",0.759756563,0.278752275,0.36689683,0.015184948,0.12531361,0.934483558,0,1,0,0.601047177,2
57418,42,37,1,"South Cockenzie Final Report 	(20)",0.759370351,0.278508093,0.366761874,0.014866341,0.125433549,0.93448779,0,1,0,0.60115662,2
57418,46,45,1,"South Cockenzie Final Report 	(24)",0.759597865,0.278461531,0.366590723,0.015037545,0.125624731,0.934601277,0,1,0,0.601376932,2
57418,30,43,1,"South Cockenzie Final Report 	(8)",0.753461296,0.26871773,0.356644372,0.01476842,0.125175729,0.93462801,0,1,0,0.59006539,2
67792,5,54,1,2,1,0.010376469,0.010376469,0.010231079,0.551228702,0.93467164,1,0,0,0.882305738,2
57418,41,34,1,"South Cockenzie Final Report 	(19)",0.759114093,0.278115626,0.366368677,0.014611621,0.125608116,0.93472752,0,1,0,0.601110659,2
57418,22,23,1,"South Cockenzie Final Report 	(ii)",0.751282389,0.268261744,0.357071785,0.014056042,0.125321001,0.935211092,0,1,0,0.590814277,2
57418,24,23,1,"South Cockenzie Final Report 	(2)",0.750302754,0.267229039,0.356161613,0.013906759,0.125565827,0.935301065,0,1,0,0.59037564,2
57418,38,26,1,"South Cockenzie Final Report 	(16)",0.761509147,0.27915331,0.366579063,0.014287377,0.125629559,0.935318857,0,1,0,0.601374842,2
42781,9,42,1,"CR 11052 	Page 4",0.153810254,0.119249377,0.77530187,0.012912172,0.15446566,0.940254569,1,1,1,0.91213857,2
42781,6,25,1,"CR 11052 	Page 2",0.152981357,0.11855156,0.774941221,0.012893938,0.15454635,0.940270633,1,1,1,0.912346424,2
42781,7,45,1,"CR 11052 	Page 3",0.153132897,0.118672337,0.774963055,0.012663995,0.154476196,0.940333992,1,1,1,0.912470004,2
36198,4,38,1,"CR 10778 	Page 1",0.137251715,0.105613254,0.769485861,0.011944517,0.155126199,0.940555692,1,1,1,0.916827148,2
42781,4,40,1,"CR 11052 	Page 1",0.152234251,0.117887855,0.774384566,0.011253852,0.154347226,0.941172838,1,1,1,0.913342466,2
42781,10,7,1,"CR 11052 	Page 5",0.153124427,0.118674103,0.775017451,0.011233461,0.154285237,0.941440135,1,1,1,0.912811634,2
38865,4,26,1,"CR 10911 	Page 1",0.135362201,0.104818318,0.774354417,0.010957376,0.154344901,0.941726029,1,1,1,0.913378763,2
37414,4,26,1,"CR 10819 	Page 1",0.135462673,0.104871321,0.774171356,0.010297125,0.15480639,0.942322016,1,1,1,0.91260697,2
36198,14,32,1,Page 1 of 1,1,0.067323551,0.067323551,0.010108591,0.464881539,0.942419767,1,0,1,0.99696174,2
36198,7,37,1,"CR 10778 	Page 3",0.137540634,0.105868604,0.769726012,0.012824064,0.155176222,0.943105251,1,1,1,0.916472295,2
37414,6,41,1,"CR 10819 	Page 2",0.135854991,0.105218973,0.774494719,0.012747648,0.155153781,0.943577886,1,1,1,0.911544963,2
36198,6,40,1,"CR 10778 	Page 2",0.138255732,0.106511809,0.770397056,0.011838037,0.154907122,0.943699956,1,1,1,0.916333728,2
37414,8,40,1,"CR 10819 	Page 3",0.13566005,0.105054226,0.774393242,0.011848754,0.154911682,0.943751305,1,1,1,0.91215587,2
57418,118,38,1,Bm090401t.doc,1,0.108784571,0.108784571,0.012479567,0.150157765,0.943986833,0,0,0,0.383644089,2
57418,122,39,1,Bm090401t.doc,1,0.108955555,0.108955555,0.012441707,0.150122643,0.943995357,0,0,0,0.383749168,2
57418,112,38,1,Bm090401t.doc,1,0.108879842,0.108879842,0.012495156,0.150107294,0.944011509,0,0,0,0.383638175,2
57418,106,38,1,Bm090401t.doc,1,0.108833387,0.108833387,0.012418323,0.150146782,0.944019377,0,0,0,0.383672098,2
57418,130,38,1,Bm090401t.doc,1,0.108853109,0.108853109,0.01239466,0.150148138,0.944023967,0,0,0,0.383695498,2
57418,126,38,1,Bm090401t.doc,1,0.108843379,0.108843379,0.012419158,0.150160432,0.944029987,0,0,0,0.383710994,2
37414,9,28,1,"CR 10819 	Page 4",0.136067324,0.105434883,0.77487291,0.01141441,0.154907614,0.944061458,1,1,1,0.911664023,2
57418,114,36,1,Bm090401t.doc,1,0.108854555,0.108854555,0.012311564,0.150140092,0.944071591,0,0,0,0.383680219,2
57418,110,38,1,Bm090401t.doc,1,0.10893926,0.10893926,0.012275792,0.15012908,0.944097459,0,0,0,0.383745601,2
57418,124,37,1,Bm090401t.doc,1,0.108930603,0.108930603,0.012279967,0.150132537,0.944099247,0,0,0,0.383743783,2
57418,116,38,1,Bm090401t.doc,1,0.10896188,0.10896188,0.012206336,0.150115922,0.944141507,0,0,0,0.383741746,2
57418,104,39,1,Bm090401t.doc,1,0.108859785,0.108859785,0.012209676,0.150159582,0.944149196,0,0,0,0.383726335,2
57418,108,37,1,Bm090401t.doc,1,0.108847782,0.108847782,0.012181003,0.150175825,0.944167376,0,0,0,0.3837477,2
57418,120,34,1,Bm090401t.doc,1,0.108818732,0.108818732,0.01207647,0.150153339,0.944207668,0,0,0,0.383670489,2
57418,132,38,1,Bm090401t.doc,1,0.10887745,0.10887745,0.012133677,0.150124401,0.944215596,0,0,0,0.383671367,2
57418,121,27,1,Bm090401t.doc,1,0.108717799,0.108717799,0.012240855,0.150233403,0.944217205,0,0,0,0.383732234,2
57418,117,25,1,Bm090401t.doc,1,0.108709596,0.108709596,0.012061995,0.150209665,0.944307029,0,0,0,0.383674157,2
57418,129,22,1,Bm090401t.doc,1,0.10864713,0.10864713,0.011923639,0.150250852,0.94435221,0,0,0,0.383694923,2
57418,125,23,1,Bm090401t.doc,1,0.108636558,0.108636558,0.011893296,0.150262371,0.944360316,0,0,0,0.383707925,2
57418,111,21,1,Bm090401t.doc,1,0.108686395,0.108686395,0.011903317,0.15027386,0.944366693,0,0,0,0.383783876,2
57418,113,19,1,Bm090401t.doc,1,0.108905561,0.108905561,0.011908467,0.150222942,0.944417417,0,0,0,0.383906263,2
57418,119,19,1,Bm090401t.doc,1,0.108920783,0.108920783,0.011836366,0.150204793,0.944435179,0,0,0,0.383884277,2
57418,109,20,1,Bm090401t.doc,1,0.1088982,0.1088982,0.011834557,0.150225863,0.944439232,0,0,0,0.383904677,2
57418,107,20,1,Bm090401t.doc,1,0.108929053,0.108929053,0.01180825,0.150209516,0.944444597,0,0,0,0.383902758,2
57418,131,20,1,Bm090401t.doc,1,0.108801961,0.108801961,0.011704274,0.150244638,0.944468021,0,0,0,0.383843461,2
37838,6,22,1,"CR 10861 	Page 2",0.135940357,0.104636494,0.769723549,0.011236663,0.154617742,0.944479972,1,1,1,0.917639945,2
57418,127,20,1,Bm090401t.doc,1,0.108884297,0.108884297,0.011728075,0.150233224,0.944489717,0,0,0,0.383905532,2
